问题,回答,医生信息,医院信息
重度抑郁中药药物治疗及治疗体会心得,一、初次面诊患者症状：容易发脾气，消极悲观，控制不住情绪，经常伤害自己，数次企图自杀，认为自己有罪，活着对不起家人，反应迟缓。诊断依据：1、头部CT等相关检查未见异常；2、宗氏抑郁自评量表提示：重度抑郁；3、符合国际抑郁症诊断标准。二、治疗经过1、完善检查后给予无抽搐电休克治疗，快速患者自残及自杀行为；2、给予中成药物口服，根据病情调整药量变化。重度抑郁患者通常需要电休克等治疗快速化解消极观念及行为，此基础上也可配合一些中成药物改善情绪，常用的中成药物有：1、舒肝解郁胶囊：主要成分为贯叶金丝桃和刺五加等，贯叶金丝桃味苦，性平，入肝经；刺五加，微苦，温性，归脾、心经、肾脏，舒肝解郁胶囊具有舒缓心情，益气健脾，清热泻火，补肾安神等功效，对于抑郁症有比较好的治疗功效，症间心烦易怒，失眠多梦，紧张焦虑，食少纳差，乏力多汗，虚弱脉细等；2、解郁安神颗粒：主要成分为柴胡、大招、当归、龙齿、石菖蒲、百合、胆南星等，具有舒肝解郁，安神宁志，补肾健脾等功效，症见心烦焦虑，失眠健忘，紧张心慌等；3、柴胡疏肝散：对于失眠伴有心情烦闷，唉声叹气，情绪不稳的患者可以起到治疗效果，4、当归汤：抑郁症病人出现情绪低落伴有食欲纳差，四肢乏力，容易疲劳，思虑过度等症状时，可选择此药物进行调整。以上药物建议在专业医生指导下进行应用。三、治疗效果治疗后患者自罪妄想明显减轻，伤害自己的行为基本消失，近期未出现企图自杀等行为，情绪较前稳定，思维迟滞明显缓解。四、注意事项1、出院后坚持服用柴胡疏肝散及舒肝解郁胶囊；2、每周2次认知心理治疗；3、家属需关爱患者身心健康，给予正面支持。五、个人感悟重度抑郁患者除了消极悲观，情绪低落等情绪症状外，还可能伴随自责自罪妄想，言语性幻听等精神病性症状，需要详细了解患者病史和精神检查，必要时需要抗抑郁药物合并抗精神病药物进行治疗。,王灵强主治医师,"菏泽市第三人民医院
三甲"
青少年的她浑身不舒服，没想到是中度抑郁症状,一、初次面诊小刘在半年前因压力大渐起病，常感心情差，闷闷不乐，和同学关系处理不好便会出现不想活的想法，但未付诸行动，不愿上学，不愿和人说话，害怕别人看她眼光，进食少，夜晚失眠，觉得脑子满，头部不适。小刘没想到是得了病，只是苦撑着，1个月前患者到新学校上学后渐病情加重，闷闷不乐，常感高兴不起来，觉得自己和人说话时“皮笑肉不笑”，军训时感浑身无力，打不起来精神，时有心焦、紧张、心慌、口干、背上出汗，一盯着老师便觉得心慌，害怕周围人的眼神，感头晕、头痛、眼痛，晚上易醒，不愿吃饭。国庆假期在家仍不觉缓解，认为和家人相处不舒服，觉得母亲管得多，心里压抑，时有哭泣。加入发现小刘越来越不正常，遂带其入院治疗。精神检查：患者问话能答，接触尚可。意识清，时间、地点、人物定向力均正常，自我定向力正常。与周围环境接触可，精神活动的连续性与完整性可。无感知觉障碍。思维逻辑性可，不适体诉多，有悲观厌世观念，认为活着没什么意思。注意力可。记忆无明显增强及减退。智能一般，其理解力、计算力、分析判断力、逻辑推理能力均符合其阅历水平及所受教育水平。情感低落，时有哭泣，情绪不稳，焦虑明显，情感反应与内心体验协调。意志活动尚可，社交较前被动，活动相对减少。对疾病有部分认识，部分自知力。一些躯体疾病可以导致上述症状，所以确诊的话有必要先做些辅助检查。查头颅CT、甲状腺功能、肝肾功能、血液分析、电解质等无异常，排除器质性精神障碍。血液分析结果小刘的症状已经持续了半年，对自己造成了明显痛苦，因此诊断为：中度抑郁。二、治疗经过对小刘的治疗以药物治疗联合物理治疗为主，药物上我选择了舍曲林治疗，舍曲林是一种SSRI类抗抑郁药，青少年使用更安全，不仅可以改善抑郁、焦虑，且可以改善躯体不舒服。同时配合坦度螺酮治疗，坦度螺酮属于新型的抗焦虑药，可以逐渐起效减少思虑、紧张等症状，还有抗抑郁药增效剂作用。因夜晚睡眠差，给予阿普唑仑治疗，阿普唑仑属于安定类药物，可以迅速缓解焦虑，改善失眠。同时辅助重复经颅磁刺激治疗，这种物理治疗的方法尤其对于改善情绪症状效果好，且可改善躯体不适及失眠症状。三、治疗效果小刘在院时间为27天，经过系统的治疗，小刘的病情明显减轻。表情较前自然，可见笑容，与人交往增多，能主动和人聊天，能和同龄人一起玩游戏、打牌，甚至还曾主动帮助年老体弱的病友。对自身症状认识增多，知道自己曾行老是不开心、身上不舒服、人际关系敏感是抑郁症引起的。饮食、睡眠等一般情况可。考虑自知力恢复，给予临床痊愈出院。院外随访半年，小刘未再出现精神症状，能坚持服药治疗。四、注意事项1、抑郁症容易复发，所以日常生活中做到对抑郁症症状的识别很重要，如果以前患有抑郁症，即使已经治好了，但是又出现老是不开心，经常觉得干啥都没意思，常常疲乏无力的话，要警惕疾病复发。2、药物控制住急性期症状后，抑郁症患者仍要坚持服药1年以上，此为巩固治疗和维持治疗，能进一步改善认知功能，还可以有效减少抑郁症复发。五、个人感悟在很多人眼里，抑郁症的人往往是整天不开心，悲观厌世的，但是抑郁症往往还有其他症状，比如精力减退往往很常见。很多患者会觉得浑身无力，容易疲乏，不愿活动，若达到中度抑郁的话，大部分患者都难以再坚持工作和学习。另外抑郁症还常常伴有躯体不舒服的表现，尤其是一些青少年抑郁或者老年抑郁的患者，若患者缺乏社会心理支持，自己性格又十分压抑，不善表达的话，则负面情绪则会更多地“转移”到身体上。,王珂主治医师,"菏泽市第三人民医院
三甲"
社交焦虑障碍临床表现及治疗体会,一、初次面诊患者症状：患者4年前因工作压力大，逐渐出现心烦焦躁，经常坐立不安，自觉难受，人际关系处理不好，经常惧怕与人交往，想到此事时常会出现肌肉颤抖的情况，曾到当地医院门诊就诊，诊断为社交焦虑症，给予对症治疗，病情稍有好转，近3月病情再发，表现为不敢与人接触，无论是领导还是同事，都会让自己感觉很害怕，经常会出现脸红，心跳增快，头晕恶心等症状，每天睡前都会想到第二天要面对的人，感觉很痛苦，难以入睡。诊断依据：1、青年女性，病史4年，加重3月，持续性病程；2、头部CT、心电图、甲功三项等检查均无异常；3、症状表现及病程符合DSM-V诊断标准。二、治疗经过1、完善相关检查，排除器质性疾病干扰；2、给予盐酸帕罗西汀及劳拉西泮片口服，逐渐将药物调整至治疗剂量；3、待患者情绪稳定后，给予情景疗法及其他心理治疗。三、治疗效果经积极调整后，患者社交焦虑症状逐渐缓解，能参加一些集体性活动，能在公开场合发言，心慌、头晕、脸红等症状明显减轻，睡眠较前改善，回避行为减少，不再对外出与人交往过分紧张恐惧，情绪较前稳定。四、注意事项1、出院后坚持服用盐酸帕罗西汀及劳拉西泮片；2、定期来我科进行心理咨询治疗；3、培养积极兴趣爱好，尽量多参加集体性活动，保持乐观心态。五、个人感悟此例为社交焦虑障碍患者，病史4年，近期加重，持续对与人交往过度紧张焦虑，面对同事或领导时，会表现出头晕、心慌等症状，影响正常生活，住院后给予积极治疗后，病情逐渐好转。社交焦虑障碍是指对暴露在陌生人面前或可能被外界注视的环境之下，会出现持续的紧张、畏惧，并出现胸闷心慌等躯体症状，严重影响患者正常生活。社交焦虑障碍很少能自行缓解，通常需要积极心理治疗及抗抑郁焦虑药物治疗，需要早期识别、早期干预，以免影响正常的工作及生活。,王灵强主治医师,"中国人民解放军九六四医院
三甲"
双相障碍Ⅱ型也要吃抗抑郁药？让这个案例来说明,一、初次面诊朱先生是精神科的常客，在过去的8年，他几乎每年都要到精神科住上1-2个月。首次发病是因为和同事产生矛盾，这让张先生精神受了刺激。此后他常常感到心情沉闷，不开心，觉得什么都没意思，做什么都感受不到乐趣，对什么事情都打不起精神，感到浑身无力，不想活动，不想说话。如此持续了2-3个月，他觉得无法继续工作，才来到精神科治疗。当年诊断“抑郁症”，服用艾司西酞普兰等药物治疗，当时疗效不错。但此后又出现了多次类似症状，经过治疗虽都能控制住，但是不久又会复发。半个月前，朱先生和妻子生气后出现精神异常，但是表现和以前完全不同，变得整日得意洋洋，表情轻松、喜悦，看起来心情不错，但是情绪不稳定，容易因为小事发脾气、吵嚷，甚至打孩子。夜晚睡眠少，觉得不困，躺不住，常常下床打扫卫生、练书法、唱歌。家人发现他不对头，心想是不是吃治疗抑郁症的药物吃多了，所以带他来到了精神病院。精神检查见：患者意识清晰，接触主动，未查及感知觉障碍，思维联想快，存在夸大观念，情绪高，情绪不稳，易激惹，意志增强，行为活动多，容易冲动，无自知力。若想进一步明确诊断，首先需要排除躯体因素。朱先生平时身体健康，目前无相关躯体疾病阳性体征，查头颅CT、甲状腺功能、病毒三项等辅助检查无明显异常，排除器质性精神障碍。头颅CT结果朱先生既往曾多次诊断抑郁症，并没出现过躁狂发作的情况，目前属于轻躁狂状态，综合考虑得出诊断：双相障碍Ⅱ型。二、治疗经过既然明确诊断为双相障碍，那和以前被诊断为抑郁症的时候的治疗方案就要有明显不同了，因为二者虽然有时表现类似，但这是两种不同的疾病。我选用丙戊酸镁治疗，丙戊酸镁是一种常用的抗癫痫药，在精神科因为它稳定情绪效果很好，所以被归为情绪稳定剂。但是相对来说起效要慢些，常常要配合第二代抗精神病药。我选择喹硫平治疗，喹硫平是一种常用的第二代抗精神病药，其稳定情绪起效快，服药当天即可起效，也是双相情感障碍诊疗指南里推荐的首选用药。因朱先生目前属于轻躁狂状态，所以停用抗抑郁药艾司西酞普兰。如此治疗1个月左右，朱先生病情变化，突然变得闷闷不乐、寡言少语，考虑转为抑郁状态，遂在丙戊酸镁、喹硫平基础上加用艾司西酞普兰。主要原因在于朱先生既往病程中主要是以抑郁发作为主，所以在抑郁状态时，有必要短期应用抗抑郁药。三、治疗效果住院治疗45天，朱先生的症状得以控制，接触好转，言谈举止较前自然，对自己的评价较为适中，情绪稳定，不再发脾气，知道这次住院是因为轻躁狂，能说出主要症状，考虑自知力部分恢复。家属也比较满意，说和他平时的状态已经差不多了。给予病情好转出院。出院后随访5个月，朱先生疾病未出现复发，能正常上班，能坚持服药，期间指导其逐渐停用艾司西酞普兰。四、注意事项1、双相情感障碍属于重性精神病，病情得以控制后建议继续服药2年以上，以减少复发，当然每个人病情不一样，既往复发频率不同，这些也影响服药治疗的时间。2、就像朱先生一样，很多的双相情感障碍患者容易因为社会心理因素刺激而复发，所以建议患者出院后尽量减少精神刺激，家属多给予心理支持，多理解患者，在现实生活中多提供帮助。五、个人感悟在一些人印象里，双相情感障碍不能应用抗抑郁药，因为这样会转躁。其实这种观点是前些年某些专家提出的，近年来的治疗指南已经指出，双相障碍Ⅱ型在抑郁状态的时候，尤其是抑郁严重的时候或者抑郁状态老是迁延的时候是可以服用抗抑郁药的。不过要注意的是，在控制住抑郁症状后要及时停用抗抑郁药，以减少转躁的风险。提醒大家，双相情感障碍类型繁多，不同的类型治疗方案也有差别。患病时要积极寻求正规医院治疗，详细汇报既往病史中的表现和体验，以利于医生判断。,王珂主治医师,"中国人民解放军九六四医院
三甲"
女子患上惊恐障碍无法继续学车，记录药物治疗的过程,一、初次面诊那天我接诊了赵女士，她表情忧虑，眼神中充满担心，不停问“医生你说我该怎么办呢？”原来，赵女士2个月前在一次练车过程中突感心慌、胸闷，觉得喘不过气来，她极度害怕，连忙招呼教练停车，捂着胸口坐在了路边，所幸这种感觉几分钟便逐渐消失。赵女士心想是不是患上了心脏病，下午便到医院检查，但是心电图结果并无异常。医生安慰她说可能最近学车压力大，建议她放下思想包袱，按时作息。又过了几天，赵女士再度来到驾校，从坐上副驾驶座她便十分担心，害怕再度出现那种情况，担心再那样会车毁人亡，越想越害怕，觉得心砰砰砰跳，怎么坐都不舒服。突然，赵女士感觉到一阵眩晕，好像没法呼吸，浑身颤抖，四肢发麻，她想喊旁边的教练但是却说不出话来。教练一看事情不妙，赶紧驱车将其送往医院。在路上赵女士就已自行缓解，到医院后也没查出异常。此后教练再不敢带赵女士学习，赵女士也不敢再踏进驾校一步。即使在家，赵女士仍毫无征兆地出现了几次类似发作，她变得经常忧心忡忡，担心再出现那种感觉，再度到当地医院就诊，在医生推荐下来到了精神科门诊。精神检查可见患者意识清，接触可，存在内感性不适，思维条理，情绪不稳，阵发性焦虑、恐惧、紧张，存在预期性焦虑，意志可，求治心强，部分自知力。虽然上述症状在精神科不罕见，但是需要首先排除躯体疾病，比如甲状腺功能亢进就可以出现类似表现，赵女士既往体健，甲状腺功能、甲状腺彩超、头颅CT等结果均无异常，可以排除器质性精神障碍。甲状腺功能七项结果综上得出诊断：惊恐障碍二、治疗经过赵女士是典型的惊恐障碍，所以早期需要尽快控制惊恐发作，此后继续巩固治疗。我选择了苯二氮卓类抗焦虑药阿普唑仑，患者服这种药物后可以数十分钟内起效减轻焦虑、紧张、恐惧情绪，它属于中效药物，持续时间相对不短，服药后可以有效减少一天中惊恐症状的出现。同时给予抗抑郁药，我选择了SSRI类药物帕罗西汀，这类药物可以通过作用于中枢系统的5-羟色胺受体发挥作用。其中帕罗西汀改善焦虑情绪相对最好，只是需要连续服用半个月左右才能起效，所以需要和阿普唑仑共同使用。赵女士服药后就未再出现惊恐发作，但是预期性焦虑（虽未发作，但是害怕再度发作的状态）仍比较明显，所以继续将帕罗西汀加量，同时阿普唑仑适度加量。约2周之后，赵女士预期性焦虑症状明显减轻，考虑之前主要是因为在阿普唑仑发挥疗效，而帕罗西汀此时也已经开始发挥作用，遂适度减少阿普唑仑用量，因为阿普唑仑长期服用有产生耐受性的风险。同时辅助心理治疗。以认知疗法为主，帮助其正确认识疾病和症状，学会转移注意力，减少对自身的过高期待。三、治疗效果住院20天，赵女士一直未出现惊恐发作，预期焦虑也逐渐减轻了，身体上的不舒服已经消失。她对自己的疾病症状有了认识，知道那种“坏感觉”来自于焦虑，并学会了更坦然地面对学车和其他生活事件。遂给予病情好转出院。此后随访半年，赵女士疾病未复发，并考取了驾照，能正常上班和生活。期间能定时复诊，指导下停用了阿普唑仑。四、注意事项1、药物治疗是应对严重惊恐障碍的有效方法，特别是急性期，很有必要通过苯二氮卓类抗焦虑药控制症状。而此后往往还要坚持一段时间的巩固治疗和维持治疗，一般至少半年多。期间需要定期复诊，根据症状调整药物，大多是需要服用抗抑郁药维持。2、对于惊恐障碍，药物治疗辅助心理治疗是当今比较推崇的方式，所以我建议周女士出院后最好仍能坚持每周一次的心理治疗，这样可以更利于疾病恢复、减少复发，缩短服药时间。五、个人感悟周女士的经历已经为我们描绘出了惊恐障碍的外在表现和内在感受了，它发作时可有所征兆。也可毫无征兆，发作时有极度的不适，甚至让人出现“濒死感”，害怕精神崩溃和失控。“一朝被蛇咬，十年怕井绳”，不少患者发作后仍常常担心再次发作，回避诱发发作的场合，因此造成了明显痛苦。不过虽然痛苦，但是大家不要害怕，因为这种疾病的治疗效果还是不错的。对惊恐障碍的治疗是有一定原则的，早期是用药控制症状，后期是较长时间的服药维持治疗，同时根据患者的个人特点，结合合适的心理治疗方法。苯二氮卓类抗焦虑药因对焦虑、恐惧疗效确切、起效迅速而被患者津津乐道，但是这类药物并非惊恐障碍的主要治疗用药，只是早期控制症状的首选，因为其长期使用容易耐受，导致依赖，所以一般要在症状得以控制后1个月左右逐渐停用。而此时抗抑郁药已经起效，此后需要长期服用抗抑郁药以减少复发。,王珂主治医师,"中国人民解放军九六四医院
三甲"
敏感多疑，过度紧张，被迫害感，被跟踪感-偏执型人格障碍,"一、初次面诊患者症状：患者从小父亲因车祸去世，与母亲相依为命，性格较内向，与人相处时很自卑，有时感觉有人在背后对自己和母亲指指点点，称他们是孤儿寡母等等，敏感多疑，家境较贫寒，从小到大没有知心的朋友，学习成绩尚可，大学毕业后在一家国企上班，很少参加公司举办的活动，与同事关系尚可，但经常认为周围的同事瞧不起自己，一次工作中与同事竞争失败，此后感觉同事在背后针对自己，说自己坏话，有时走在路上感觉有人跟踪自己，因此感觉紧张害怕，因此来我科就诊。诊断依据：1、青年男患，病史多年；2、存在敏感多疑，被迫害感，被跟踪感等症状，有明显的性格基础；3、社会、生活功能受损；4、能正常完成工作学习，人际交往存在问题；5、头颅CT、脑电图等相关等检查未见异常，排除器质性疾病干扰；6、符合ICD-10诊断标准。鉴别诊断：诊断明确，无需鉴别。二、治疗经过入院后治疗方案：1、二级护理,普食;2、给予抗精神病药物氨磺必利片控制精神症状，积极心理支持与疏导治疗，认知心理治疗及其他对症治疗；3、检查心电图、胸片、脑电图、头颅CT，体检血常规、尿常规、全血生化、肝功、乙型肝炎表面抗原;4、密切观察病情变化情况。三、治疗效果患者入院后给予抗精神病药物氨磺必利片缓解患者被迫害感、被跟踪感等精神症状，同时给予认知心理治疗以及支持性心理治疗与疏导，患者症状逐渐好转。出院前精神检查：意识清，接触尚可，答话能切题，被迫害感、被跟踪感症状明显减轻，能配合检查及治疗，敏感多疑症状仍存在，与人交流过程中仍显的比较紧张，但能意识到自己性格中存在的一些缺陷，情感反应明显改善，情绪稳定，自知力存在。四、注意事项1.出院坚持服用抗精神病药物氨磺必利片。2.健康教育与康复指导:（1)、避免不良精神因素刺激，注意心理调节，加强心理健康教育；(2)、每隔2月复查肝功、血常规1次;(3)、合理控制饮食，多食蔬菜、优质动物蛋白等，加强营养;(4)、定期监测血压、血糖及心率情况;(5)、控制烟酒摄入量，生活作息规律，加强体育锻炼;(6)、合理安排工作与休息时间，避免过度操劳;(7)、家人需与病人营造和谐家庭氛围，尽量避免不良情绪的诞生与蔓延，适当给予心理上的支持与鼓励。五、个人感悟偏执型人格障碍患者，目前临床上没有特定治疗方法，需要根据患者具体病情选择个体化治疗方案。此例患者病前有明显的性格基础，从小父亲意外去世对患者的性格造成了比较大的影响，内向孤僻，经常感觉周围人瞧不起自己，自卑心理明显，在与同事发生一些不愉快后开始出现被迫害感、被跟踪感等精神症状，在抗精神病药物治疗的同时，需要纠正患者错误认知，帮助患者树立正确的认知，这样可对偏执型人格障碍患者起到一定效果，帮助其改善人际关系。",王灵强主治医师,"菏泽市第三人民医院
三甲"
发育障碍临床表现及治疗体会,一、初次面诊患者症状：患者自幼表现反应问题慢，生活自理能力差，学习成绩倒数，3年前与妻子离婚后出现心情低落，郁闷，看着妻子照片发呆，情绪不稳定，时哭泣抱怨，曾2次到我科住院治疗，诊断“精神发育迟滞、抑郁状态”，治疗好转出院，此次1周前无明显诱因症状复发，表现安静、发呆，夜眠差，自语自笑，生活被动懒散，不修边幅，衣衫不整，到处乱跑，行为紊乱。诊断依据：1、青年男性，病史3年，加重1周；2、临床表现：少眠，行为紊乱，到处乱跑，生活被动、懒散，不修边幅，衣衫不整，自语自笑，经常一个人发呆；3、韦氏智力测试：综合分62分；4、社会、生活功能明显受损；5、符合CCMD-3诊断标准。鉴别诊断：诊断明确，无需鉴别。二、治疗经过入科后治疗方案：1、一级护理，普食；2、给予抗精神病药物奥氮平片改善精神症状，氯硝西泮片改善睡眠，调节情绪药物舒肝解郁胶囊治疗，经颅磁刺激治疗，积极心理支持与疏导等其他对症治疗；3、检查心电图、胸片、头部CT、脑电图，化验血常规、尿常规、全血生化、肝功、乙型肝炎表面抗原；4、加强个人护理，协助必要的日常生活，督促患者完成力所能及事情。三、治疗效果经积极治疗后，患者精神症状有所减轻，出院前精神检查：意识清晰，接触有所改善，答话基本切题，反应问题仍较慢，自语自笑发作次数有所减少，能配合检查及治疗，日常简单活动能独立完成，情感反应有所改善，情绪较前稳定，自知力部分恢复。四、注意事项1.出院后药物治疗方案:坚持服用奥氮平及舒肝解郁胶囊，定期来门诊复诊。2.听从医嘱，坚持服药;减药、更换药物或停药需与医生沟通，病人出现各种不良反应需及时反馈。五、个人感悟此例患者为精神发育迟滞患者，精神发育迟滞可根据智商范围分为轻度、中度、重度、极重度几个程度，通常重度的精神发育迟滞病人，日常生活自理能力很差，需要家人协助进行日常生活，轻度精神发育迟滞患者，秉承早发现、早治疗的原则，无特殊治疗方案，可采取让患者尽量适应社会，恢复社会功能为治疗目的开展治疗。,王灵强主治医师,"中国人民解放军九六四医院
三甲"
一例物质/药物所致焦虑障碍患者治疗体会,一、初次面诊患者症状：该患10年前有吸食海洛因史，近1年因为做生意失败，心理压力大再次出现吸毒史，曾吸食咖啡因、大麻等物质，近4个月出现突然的心跳加速，过度紧张，大汗，感觉自己好像要不行了，一直未予治疗，近期出现易激惹，无故发脾气，担心自己和家人的安全，总觉得有坏事要发生，家人陪伴下来我科住院治疗。诊断依据：1、中年男性，既往有吸毒史，病程4个月；2、头部CT、心电图、甲功五项等相关检查化验未见明显异常，排除器质性疾病干扰；3、病程及症状表现符合DSM-V诊断标准。二、治疗经过1、入院后完善脑电图、头部CT、血常规、肝功、梅毒抗体、乙肝抗原、抗HIV等相关化验检查；2、给予劳拉西泮片改善焦虑症状，根据病情调整至治疗剂量；3、心理健康教育及积极心理治疗、物理治疗等对症治疗。三、治疗效果经住院调整后，患者焦虑症状得到改善，过度紧张、心慌、大汗等急性焦虑症状基本消失，无故发脾气、易激惹症状明显改善，过度担心家人及自身安全症状未再出现，情绪明显稳定。四、注意事项1、出院后坚持服用抗焦虑药物劳拉西泮片；2、定期来我科进行心理健康教育及心理治疗；3、保持生活作息规律，避免饮酒及吸食精神活性物质。五、个人感悟此例为物质/药物所致焦虑障碍患者，曾有精神活性物质滥用史，近4个月开始出现心慌、大汗、濒死感等症状，伴有易激惹、过度担心自身安危等，住院后给予抗焦虑药物及心理治疗等，病情逐渐好转。物质所致焦虑障碍主要包括滥用物质所出现的焦虑症状，常见的物质有：酒精、大麻、咖啡因等。一些药物也会引起焦虑症状，常见的有巴比妥类药物、抗精神病药物、安定类药物等，在应用上述药品时，一定要在专业医生指导下进行应用，尽量避免药物所致的焦虑障碍。,王灵强主治医师,"菏泽市第三人民医院
三甲"
吃药能治好冷漠型孤独症吗？且看这个案例,一、初次面诊记得那是一个秋日的下午，我接诊了小铭，小铭对于我的询问几乎没有任何回应及表情，他盯着我手里的笔，眼睛都很少眨一下。父母进一步介绍到，小铭从刚出生就很少哭泣，也不希望被妈妈抱起来，多数时间都是在床上安静地躺着，有时候尿床了则大哭大闹，家人帮他去整理他还乱踢家人。随着年龄增大，小铭活动也不见增多，根本不和其他小朋友一起玩，对待父母也很冷漠。他3-4岁才会说话，而且话语也很短暂。家人曾经带他在我院诊治，诊断孤独症，建议到儿童孤独症干预中心进行系统教育，期间曾就此干预了3-4年。病情略有好转，但是仍极少和人交流，待人十分冷漠，平时只是自顾自地玩些简单的玩具。2个月前，小铭逐渐出现活动更少，经常呜呜地流泪哭泣，夜晚失眠，不愿进食，近1周还出现打自己的头，用手捶墙，上述情况常常没有任何先兆地就出现，家人很难阻止，遂带其来精神科住院治疗。精神检查：患者意识清，接触差，未查及感知觉障碍，言语少，思维贫乏，未查及妄想，注意力减退，智能低，情绪不稳，易激惹，情绪低落，焦虑、急躁明显，情感反应淡漠，意志降低，不会社交，行为冲动，活动少，有自残行为，无自知力。上述症状需要排除躯体因素所致，入院后查颅脑CT、血液分析、甲状腺功能、肝功能等无异常，排除器质性精神障碍。行儿童孤独症评定量表，得分48分。综上，诊断为：冷漠型孤独症。二、治疗经过家属说之前一直没到精神科治疗过，询问精神科对孤独症有无特殊药物，我告诉他们治疗孤独症并无特效药物，但是小铭目前的情况积极应用精神科药物还是可以减轻症状的。我选用了舍曲林治疗，主要是考虑小铭对比以前情绪低落比较明显，常哭泣，而舍曲林可以通过作用于神经中枢5-羟色胺神经递质来提升情绪，且副反应小，应用于未成年人更安全。因小铭失眠明显，所以予以唑吡坦治疗，这种药物属于新型的安眠药，对比传统安定类药物来说依赖性小了很多，且对自理能力差的患者来说引起跌倒的风险会更小。因小铭情绪不稳，有自残行为，遂合并小剂量阿立哌唑治疗，阿立哌唑属于第二代抗精神病药，可以改善冲动行为，且可以改善易激惹及情感的冷漠，比目前多数常用抗精神病药的药物副反应都小，未成年人使用更合适。如此治疗1周后，小铭的症状有一定减轻，睡觉回归正常，不再急躁，但是仍经常哭泣。继续将舍曲林加量，1-2天后患者出现躁闹不安，啊啊乱叫，不愿继续住院，曾多次用手拍门意欲外出。考虑舍曲林引起的情绪激越，给予适度减量后症状缓解。三、治疗效果如此继续治疗到住院34天，小铭的症状进一步缓解，情绪稳定，不再急躁、发脾气，不再哭泣，未再出现自伤行为，对自己以前喜欢的玩具有了更多的兴趣，玩耍的时间变长。但是仍接触被动，不主动和人交流，情感较平淡，不关注周边人，不过家人说这已经和平时基本无异。遂给予病情好转出院，嘱坚持服药且继续到儿童孤独症干预中心继续系统的治疗。此后随访半年，小铭的病情稳定，未出现加重。曾出现短期的白细胞减少，考虑精神科药物的副反应，加用利可君治疗后缓解。复查血液分析显示白细胞减少。四、注意事项小铭出院后仍建议服药一段时间，但是具体服药多久，如何停药，还要根据精神科医生的判断。家属及患者不要随意停药，我建议小铭父母每2周带孩子来院复诊一次，每1个月来院复查一次血液分析、肝功能和心电图。平时注意定时睡觉，规律膳食，不要进食辛辣刺激的食物，尽量少吃甜食。五、个人感悟冷漠型孤独症患者常常会合并出现其他精神症状，比如焦虑、抑郁、行为冲动、易激惹、攻击自己或他人等，这时候往往需要精神科药物干预，主要目的是缓解急性期精神症状而并不能撼动孤独症的核心症状。比如抗抑郁药、抗焦虑药、情绪稳定剂、第二代抗精神病药等都是常用的。但是对冷漠型孤独症的患者仍以早诊断、早治疗为基本原则，治疗上以特殊训练为主，尚缺乏针对其核心症状的有效药，药物治疗只是作为辅助手段。因孤独症常常发病年龄很早，精神科药物普遍副作用还是比较大的，所以用药上需要权衡利弊，尽可能单一用药、小剂量用药来控制症状。,王珂主治医师,"开滦总医院
三甲"
一例恐惧症症状表现与发病原因,一、初次面诊患者症状：在人群密切场所时会出现心慌胸闷、紧张害怕，想找个地方躲起来，情绪烦躁，担心晕厥，回避人群密集场所。诊断依据：1、心电图、脑电图等相关检查无异常；2、符合CCMD-3诊断标准。诊断明确，无需鉴别。此例患者恐惧症患者，恐惧症的病因目前尚不完全明确，可能也以下的一些因素相关：1、遗传因素有部分研究者认为，恐惧症与遗传基因密切相关，有研究表明一级亲属中有患此病者，遗传率高达60%以上。2、神经生物学因素恐惧症的神经生物机理尚不明确，但有部分研究表明，恐惧症的发病可能与体内肾上腺素系统，5羟色胺系统直接相关，所以在治疗时通常会使用选择性5羟色胺再摄取抑制剂类药物来帮助治疗。3、社会心理因素有部分研究表明，恐惧症的患者在童年期很多遭受过负性生活事件，如校园暴力、父母离异、童年创伤等等，未成年时期的负性生活经历，会导致恐惧症的发生。二、治疗经过给予盐酸氟西汀、盐酸丁螺环酮调节情绪，逐渐增加到治疗剂量，并给予认知心理治疗、行为心理治疗等其他对症治疗。三、治疗效果对特定事物、场景的恐惧害怕感明显减轻，回避行为基本消失，紧张害怕感明显减轻，对病情有充分认识能力，情绪稳定。四、注意事项1、坚持服用盐酸氟西汀、盐酸丁螺环酮。2、每周来门诊进行认知心理治疗，定期复查血常规、肝功，避免严重精神刺激。五、个人感悟恐惧症的发病原因虽然目前尚未得到统一答案，但是与遗传、神经生物学因素、社会心理因素等多方面都有联系，是一种多因素导致的精神心理疾病。,王灵强主治医师,"郑州大学第一附属医院
三甲 | 全国第19"
